#Year,Month,Port1,Port2,Route,$Value,$Real
2021,4,Newcastle,Gold Coast,Newcastle - Gold Coast,196,221.2424242
2010,8,Perth,Newman,Perth - Newman,358,497.4901554
2023,3,Brisbane,Newcastle,Brisbane - Newcastle,150,151.6968326
2022,6,Brisbane,Proserpine,Brisbane - Proserpine,353,375.3949247
2012,6,Brisbane,Melbourne,Brisbane - Melbourne,199.9,266.9979084
2015,12,Geraldton,Perth,Geraldton - Perth,350,432.9797048
2014,12,Brisbane,Moranbah,Brisbane - Moranbah,410,515.7692308
2010,12,Brisbane,Newcastle,Brisbane - Newcastle,98,135.622291
2022,8,Melbourne,Newcastle,Melbourne - Newcastle,359,374.9369159
2018,12,Cairns,Melbourne,Cairns - Melbourne,320,376.0911481
2018,7,Melbourne,Mildura,Melbourne - Mildura,254,300.1004405
2019,2,Brisbane,Melbourne,Brisbane - Melbourne,187.9,220.836021
2015,11,Brisbane,Cairns,Brisbane - Cairns,178,220.201107
2018,2,Melbourne,Mildura,Melbourne - Mildura,256,304.8809947
2012,5,Adelaide,Brisbane,Adelaide - Brisbane,248,331.2430279
2016,6,Brisbane,Roma,Brisbane - Roma,495,611.2292818
2023,2,Adelaide,Melbourne,Adelaide - Melbourne,297.99,301.3609276
2023,2,Kalgoorlie,Perth,Kalgoorlie - Perth,554,560.2669683
2012,8,Karratha,Perth,Karratha - Perth,525,691.5766208
2016,1,Brisbane,Mount Isa,Brisbane - Mount Isa,728,902.2624769
2018,7,Brisbane,Darwin,Brisbane - Darwin,408.9,483.1144493
2013,5,Brisbane,Roma,Brisbane - Roma,395,515.2675097
2015,7,Sydney,Tamworth,Sydney - Tamworth,210,260.75
2023,1,Coffs Harbour,Sydney,Coffs Harbour - Sydney,338.01,341.8336425
2022,10,Canberra,Sydney,Canberra - Sydney,431,441.8738532
2018,11,Brisbane,Gladstone,Brisbane - Gladstone,312,366.6888694
2022,8,Coffs Harbour,Sydney,Coffs Harbour - Sydney,306.75,320.3674065
2019,5,Melbourne,Perth,Melbourne - Perth,273.9,319.9476481
2017,3,Brisbane,Emerald,Brisbane - Emerald,370,449.0226244
2022,2,Kalgoorlie,Perth,Kalgoorlie - Perth,398,430.7651332
2010,8,Adelaide,Gold Coast,Adelaide - Gold Coast,164.2,228.1784456
2015,9,Launceston,Sydney,Launceston - Sydney,328,407.2666667
2015,12,Melbourne,Newcastle,Melbourne - Newcastle,128,158.3468635
2010,12,Darwin,Perth,Darwin - Perth,528,730.6996904
2015,1,Cairns,Sydney,Cairns - Sydney,314,394.2640449
2023,2,Avalon,Sydney,Avalon - Sydney,135,136.5271493
2018,3,Brisbane,Newcastle,Brisbane - Newcastle,194,231.0426288
2010,11,Darwin,Sydney,Darwin - Sydney,458,633.8266254
2014,10,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,248,311.9774859
2019,10,Armidale,Sydney,Armidale - Sydney,276.21,318.7587005
2013,6,Melbourne,Perth,Melbourne - Perth,299.9,391.211965
2021,12,Canberra,Sydney,Canberra - Sydney,170,187.9389942
2021,7,Darwin,Perth,Darwin - Perth,758,849.1879699
2014,8,Hobart,Melbourne,Hobart - Melbourne,84,105.8684211
2022,12,Brisbane,Canberra,Brisbane - Canberra,477.99,490.0493807
2010,8,Port Macquarie,Sydney,Port Macquarie - Sydney,158,219.5626943
2014,6,Adelaide,Perth,Adelaide - Perth,340,430.5382436
2012,8,Adelaide,Sydney,Adelaide - Sydney,198,260.8231827
2021,9,Brisbane,Darwin,Brisbane - Darwin,164,183.7293233
2022,7,Adelaide,Melbourne,Adelaide - Melbourne,116,121.1495327
2018,11,Darwin,Sydney,Darwin - Sydney,363,426.6283961
2022,9,Darwin,Melbourne,Darwin - Melbourne,992,1036.037383
2014,9,Adelaide,Sydney,Adelaide - Sydney,140,176.4473684
2014,2,Ayers Rock,Sydney,Ayers Rock - Sydney,568,722.6641366
2013,9,Melbourne,Sydney,Melbourne - Sydney,119.9,154.6018269
2016,9,Hobart,Sydney,Hobart - Sydney,238,291.7349177
2014,11,Melbourne,Sydney,Melbourne - Sydney,120,150.956848
2018,11,Brisbane,Sydney,Brisbane - Sydney,133.9,157.3706398
2023,2,Albury,Sydney,Albury - Sydney,384,388.3438914
2018,9,Melbourne,Gold Coast,Melbourne - Gold Coast,378.9,447.6695154
2016,12,Brisbane,Roma,Brisbane - Roma,495,603.45
2019,10,Canberra,Melbourne,Canberra - Melbourne,194.9,224.9233219
2021,1,Brisbane,Melbourne,Brisbane - Melbourne,217,246.8167939
2018,5,Perth,Newman,Perth - Newman,629.99,747.6253009
2021,10,Adelaide,Gold Coast,Adelaide - Gold Coast,201,222.2102226
2018,4,Brisbane,Hamilton Island,Brisbane - Hamilton Island,549.03,651.5479912
2012,9,Darwin,Melbourne,Darwin - Melbourne,398,524.280943
2015,9,Perth,Newman,Perth - Newman,598,742.5166667
2021,2,Brisbane,Perth,Brisbane - Perth,608,691.5419847
2021,8,Brisbane,Gladstone,Brisbane - Gladstone,224.14,251.1042105
2019,4,Melbourne,Mildura,Melbourne - Mildura,289,337.5862369
2014,11,Brisbane,Cairns,Brisbane - Cairns,188,236.4990619
2014,2,Brisbane,Perth,Brisbane - Perth,409,520.3690702
2012,3,Adelaide,Darwin,Adelaide - Darwin,408,547.6756757
2010,9,Broome,Perth,Broome - Perth,407,565.5823834
2013,6,Adelaide,Perth,Adelaide - Perth,318,414.8229572
2010,3,Brisbane,Newcastle,Brisbane - Newcastle,78,109.8718487
2017,2,Newcastle,Gold Coast,Newcastle - Gold Coast,130,157.7647059
2011,8,Port Macquarie,Sydney,Port Macquarie - Sydney,209,280.8306613
2011,3,Melbourne,Newcastle,Melbourne - Newcastle,128,174.6164802
2010,2,Ayers Rock,Sydney,Ayers Rock - Sydney,818,1152.245798
2021,12,Brisbane,Cairns,Brisbane - Cairns,174,192.3610882
2020,1,Sydney,Tamworth,Sydney - Tamworth,270,310.5231561
2013,9,Albury,Sydney,Albury - Sydney,229.59,296.0386442
2018,2,Cairns,Melbourne,Cairns - Melbourne,428,509.722913
2014,8,Brisbane,Gladstone,Brisbane - Gladstone,230,289.8778195
2018,9,Newcastle,Gold Coast,Newcastle - Gold Coast,268,316.6414097
2022,1,Devonport,Melbourne,Devonport - Melbourne,268,290.062954
2021,2,Adelaide,Port Lincoln,Adelaide - Port Lincoln,304.16,345.9529771
2011,1,Brisbane,Gladstone,Brisbane - Gladstone,188,256.4679552
2023,4,Adelaide,Darwin,Adelaide - Darwin,319,319
2013,10,Brisbane,Emerald,Brisbane - Emerald,204,261.0343511
2015,4,Karratha,Perth,Karratha - Perth,630,785.8883721
2012,5,Devonport,Melbourne,Devonport - Melbourne,246,328.5717131
2021,5,Darwin,Melbourne,Darwin - Melbourne,754,851.1060606
2013,4,Gold Coast,Sydney,Gold Coast - Sydney,138,180.0175097
2010,9,Brisbane,Canberra,Brisbane - Canberra,176,244.5761658
2016,3,Cairns,Sydney,Cairns - Sydney,208,257.7892791
2023,6,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,288,288
2018,11,Brisbane,Mackay,Brisbane - Mackay,195,229.1805434
2019,5,Adelaide,Port Lincoln,Adelaide - Port Lincoln,297.55,347.5736498
2018,12,Adelaide,Melbourne,Adelaide - Melbourne,233.9,274.8991236
2013,8,Canberra,Sydney,Canberra - Sydney,210.01,270.7917404
2016,1,Ayers Rock,Sydney,Ayers Rock - Sydney,418,518.0573013
2019,1,Launceston,Sydney,Launceston - Sydney,269,316.1516214
2015,6,Launceston,Sydney,Launceston - Sydney,148,184.6213953
2016,5,Melbourne,Sydney,Melbourne - Sydney,110,135.8287293
2019,5,Karratha,Perth,Karratha - Perth,668.01,780.3148171
2012,2,Albury,Sydney,Albury - Sydney,198,265.7837838
2011,4,Brisbane,Canberra,Brisbane - Canberra,218,294.6955645
2014,12,Karratha,Perth,Karratha - Perth,650,817.6829268
2014,5,Adelaide,Gold Coast,Adelaide - Gold Coast,218,276.0509915
2017,8,Brisbane,Emerald,Brisbane - Emerald,341,410.4856373
2020,10,Canberra,Sydney,Canberra - Sydney,424,485.1399317
2018,1,Adelaide,Canberra,Adelaide - Canberra,484,576.4156306
2023,6,Albury,Sydney,Albury - Sydney,378,378
2021,3,Port Macquarie,Sydney,Port Macquarie - Sydney,334,379.8931298
2020,1,Brisbane,Proserpine,Brisbane - Proserpine,192,220.8164666
2022,1,Darwin,Perth,Darwin - Perth,800,865.8595642
2016,7,Melbourne,Newcastle,Melbourne - Newcastle,140,171.6087751
2013,6,Gold Coast,Sydney,Gold Coast - Sydney,89.9,117.2722763
2010,7,Gold Coast,Sydney,Gold Coast - Sydney,87.9,122.1491192
2016,3,Brisbane,Emerald,Brisbane - Emerald,250,309.8428835
2018,5,Brisbane,Emerald,Brisbane - Emerald,382.01,453.3410708
2021,11,Cairns,Gold Coast,Cairns - Gold Coast,200,221.1046991
2019,1,Brisbane,Darwin,Brisbane - Darwin,259.9,305.4565294
2019,4,Adelaide,Alice Springs,Adelaide - Alice Springs,510,595.7404181
2020,3,Kalgoorlie,Perth,Kalgoorlie - Perth,378,434.7324185
2011,12,Melbourne,Newcastle,Melbourne - Newcastle,168,225.739479
2021,10,Port Macquarie,Sydney,Port Macquarie - Sydney,334,369.2448475
2023,1,Brisbane,Hamilton Island,Brisbane - Hamilton Island,464,469.2488688
2011,6,Perth,Newman,Perth - Newman,530,716.4616935
2014,3,Bundaberg,Brisbane,Bundaberg - Brisbane,194,246.8254269
2020,9,Kalgoorlie,Perth,Kalgoorlie - Perth,358,413.1480207
2017,1,Cairns,Melbourne,Cairns - Melbourne,270,327.6651584
2015,7,Karratha,Perth,Karratha - Perth,630,782.25
2021,5,Adelaide,Gold Coast,Adelaide - Gold Coast,304,343.1515152
2011,7,Bundaberg,Brisbane,Bundaberg - Brisbane,315,423.261523
2015,3,Hobart,Sydney,Hobart - Sydney,218,273.7247191
2010,10,Karratha,Perth,Karratha - Perth,321.97,445.574582
2020,4,Melbourne,Perth,Melbourne - Perth,618,724.4213287
2022,3,Hobart,Sydney,Hobart - Sydney,353,382.0605327
2021,12,Brisbane,Mount Isa,Brisbane - Mount Isa,664,734.067601
2015,3,Brisbane,Moranbah,Brisbane - Moranbah,390,489.6910112
2012,5,Kalgoorlie,Perth,Kalgoorlie - Perth,421.95,563.5806275
2023,8,Melbourne,Townsville,Melbourne - Townsville,570,570
2023,5,Adelaide,Darwin,Adelaide - Darwin,532,532
2017,10,Perth,Port Hedland,Perth - Port Hedland,723,864.8911686
2016,3,Cairns,Townsville,Cairns - Townsville,250,309.8428835
2020,8,Brisbane,Emerald,Brisbane - Emerald,368,424.6884682
2021,10,Adelaide,Perth,Adelaide - Perth,269,297.3858203
2019,1,Canberra,Melbourne,Canberra - Melbourne,169.9,199.680894
2010,10,Cairns,Sydney,Cairns - Sydney,288,398.5634675
2020,4,Adelaide,Melbourne,Adelaide - Melbourne,130,152.3863636
2018,6,Adelaide,Gold Coast,Adelaide - Gold Coast,297,352.4575221
2010,2,Darwin,Sydney,Darwin - Sydney,438,616.9726891
2020,12,Proserpine,Sydney,Proserpine - Sydney,324,370.7201365
2022,6,Brisbane,Melbourne,Brisbane - Melbourne,227,241.4012688
2021,3,Hobart,Sydney,Hobart - Sydney,180,204.7328244
2017,1,Coffs Harbour,Sydney,Coffs Harbour - Sydney,114,138.3475113
2013,8,Gold Coast,Sydney,Gold Coast - Sydney,79.9,103.0249038
2018,11,Adelaide,Brisbane,Adelaide - Brisbane,278.9,327.7869413
2022,4,Sunshine Coast,Sydney,Sunshine Coast - Sydney,98,104.2172879
2021,6,Karratha,Perth,Karratha - Perth,538,607.2878788
2012,7,Adelaide,Brisbane,Adelaide - Brisbane,248,326.6876228
2013,7,Melbourne,Gold Coast,Melbourne - Gold Coast,214.9,277.0970192
2022,12,Adelaide,Canberra,Adelaide - Canberra,648,664.3486239
2017,1,Perth,Sydney,Perth - Sydney,378,458.7312217
2022,10,Brisbane,Townsville,Brisbane - Townsville,324,332.1743119
2013,9,Darwin,Sydney,Darwin - Sydney,608,783.9692308
2012,11,Melbourne,Sydney,Melbourne - Sydney,99.95,131.4048529
2011,2,Alice Springs,Melbourne,Alice Springs - Melbourne,418,570.231943
2017,8,Adelaide,Port Lincoln,Adelaide - Port Lincoln,265.65,319.781553
2014,3,Cairns,Melbourne,Cairns - Melbourne,201.9,256.8765655
2011,4,Broome,Perth,Broome - Perth,453,612.3719758
2015,7,Brisbane,Proserpine,Brisbane - Proserpine,158,196.1833333
2017,10,Cairns,Melbourne,Cairns - Melbourne,438,523.9589652
2017,9,Adelaide,Port Lincoln,Adelaide - Port Lincoln,265.65,319.781553
2014,1,Sunshine Coast,Sydney,Sunshine Coast - Sydney,118,150.1309298
2018,8,Melbourne,Sydney,Melbourne - Sydney,142,167.7726872
2019,7,Perth,Sydney,Perth - Sydney,324.9,377.5484402
2013,3,Adelaide,Melbourne,Adelaide - Melbourne,140,183.3398438
2013,5,Sunshine Coast,Sydney,Sunshine Coast - Sydney,114,148.7101167
2011,11,Ballina,Sydney,Ballina - Sydney,208,279.4869739
2023,4,Brisbane,Hobart,Brisbane - Hobart,278,278
2011,10,Brisbane,Proserpine,Brisbane - Proserpine,268,360.1082164
2016,6,Newcastle,Gold Coast,Newcastle - Gold Coast,148,182.7513812
2019,5,Bundaberg,Brisbane,Bundaberg - Brisbane,287,335.25
2012,9,Brisbane,Cairns,Brisbane - Cairns,258,339.8605108
2018,5,Sydney,Wagga Wagga,Sydney - Wagga Wagga,321.51,381.5441681
2019,8,Albury,Sydney,Albury - Sydney,268,311.4280763
2011,3,Paraburdoo,Perth,Paraburdoo - Perth,518,706.6510682
2023,7,Adelaide,Perth,Adelaide - Perth,403,403
2019,4,Sydney,Townsville,Sydney - Townsville,386,450.8937282
2017,9,Bundaberg,Brisbane,Bundaberg - Brisbane,250,300.9425494
2020,8,Sydney,Tamworth,Sydney - Tamworth,294,339.2891566
2019,7,Ballina,Sydney,Ballina - Sydney,138.02,160.3854593
2019,8,Perth,Sydney,Perth - Sydney,349.9,406.5995667
2018,7,Cairns,Gold Coast,Cairns - Gold Coast,354,418.2502203
2021,2,Launceston,Sydney,Launceston - Sydney,191,217.2442748
2022,1,Karratha,Perth,Karratha - Perth,538.01,582.3013801
2020,12,Sydney,Wagga Wagga,Sydney - Wagga Wagga,256,292.9146758
2010,2,Launceston,Sydney,Launceston - Sydney,209.9,295.6679622
2010,12,Kalgoorlie,Perth,Kalgoorlie - Perth,261.22,361.5026006
2014,5,Avalon,Sydney,Avalon - Sydney,74,93.70538244
2016,2,Darwin,Perth,Darwin - Perth,498,617.207024
2010,4,Ayers Rock,Sydney,Ayers Rock - Sydney,638,893.0668058
2011,10,Newcastle,Gold Coast,Newcastle - Gold Coast,398,534.7875752
2010,5,Hobart,Sydney,Hobart - Sydney,198,277.1586639
2010,11,Brisbane,Darwin,Brisbane - Darwin,377,521.7306502
2010,2,Melbourne,Newcastle,Melbourne - Newcastle,150,211.2920168
2011,5,Brisbane,Cairns,Brisbane - Cairns,218,294.6955645
2013,6,Sydney,Wagga Wagga,Sydney - Wagga Wagga,228.12,297.5767704
2011,5,Cairns,Melbourne,Cairns - Melbourne,229.9,310.7821573
2013,8,Ayers Rock,Sydney,Ayers Rock - Sydney,478,616.3442308
2016,11,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,298,363.2890909
2011,6,Melbourne,Newcastle,Melbourne - Newcastle,140,189.2540323
2014,8,Avalon,Sydney,Avalon - Sydney,78,98.30639098
2022,8,Hobart,Sydney,Hobart - Sydney,240,250.6542056
2014,9,Launceston,Sydney,Launceston - Sydney,118,148.7199248
2015,11,Dubbo,Sydney,Dubbo - Sydney,314.6,389.1869004
2018,8,Sunshine Coast,Sydney,Sunshine Coast - Sydney,222,262.292511
2017,9,Armidale,Sydney,Armidale - Sydney,276.21,332.4933662
2017,3,Launceston,Sydney,Launceston - Sydney,348,422.3239819
2018,11,Ayers Rock,Sydney,Ayers Rock - Sydney,375,440.7318142
2021,5,Brisbane,Hamilton Island,Brisbane - Hamilton Island,314,354.4393939
2020,9,Adelaide,Canberra,Adelaide - Canberra,548,632.4165232
2013,7,Broome,Perth,Broome - Perth,572,737.55
2015,1,Sydney,Wagga Wagga,Sydney - Wagga Wagga,250.47,314.4946348
2016,9,Cairns,Sydney,Cairns - Sydney,348,426.5703839
2022,12,Melbourne,Townsville,Melbourne - Townsville,613,628.4655963
2010,2,Brisbane,Newcastle,Brisbane - Newcastle,88,123.9579832
2019,2,Kalgoorlie,Perth,Kalgoorlie - Perth,490,575.8895706
2010,6,Kalgoorlie,Perth,Kalgoorlie - Perth,261.22,365.6534656
2011,2,Newcastle,Gold Coast,Newcastle - Gold Coast,168,229.1841302
2021,7,Cairns,Melbourne,Cairns - Melbourne,391,438.037594
2011,7,Launceston,Melbourne,Launceston - Melbourne,138,185.4288577
2019,10,Brisbane,Newcastle,Brisbane - Newcastle,112,129.253012
2014,10,Brisbane,Emerald,Brisbane - Emerald,245.83,309.2476829
2020,9,Melbourne,Mildura,Melbourne - Mildura,295.68,341.2279518
2019,8,Brisbane,Darwin,Brisbane - Darwin,244.9,284.5848354
2019,2,Brisbane,Townsville,Brisbane - Townsville,190,223.3041192
2010,6,Albury,Sydney,Albury - Sydney,170,237.9645094
2022,3,Adelaide,Brisbane,Adelaide - Brisbane,318,344.1791768
2017,7,Perth,Sydney,Perth - Sydney,338,406.8743268
2014,12,Adelaide,Darwin,Adelaide - Darwin,378,475.5140713
2019,1,Brisbane,Hobart,Brisbane - Hobart,334,392.5451358
2023,7,Bundaberg,Brisbane,Bundaberg - Brisbane,408,408
2016,1,Darwin,Perth,Darwin - Perth,524,649.4306839
2014,9,Geraldton,Perth,Geraldton - Perth,259,326.4276316
2015,12,Adelaide,Melbourne,Adelaide - Melbourne,94,116.2859779
2017,5,Newcastle,Gold Coast,Newcastle - Gold Coast,160,193.8211382
2017,8,Cairns,Sydney,Cairns - Sydney,178,214.2710952
2011,7,Adelaide,Canberra,Adelaide - Canberra,338,454.1663327
2022,4,Brisbane,Emerald,Brisbane - Emerald,459,488.1197462
2017,6,Perth,Sydney,Perth - Sydney,418,506.3577236
2013,10,Armidale,Sydney,Armidale - Sydney,366,468.3263359
2021,2,Melbourne,Sydney,Melbourne - Sydney,133,151.2748092
2017,1,Devonport,Melbourne,Devonport - Melbourne,300,364.0723982
2023,6,Port Macquarie,Sydney,Port Macquarie - Sydney,318,318
2018,2,Brisbane,Gladstone,Brisbane - Gladstone,278.46,331.6295382
2011,8,Adelaide,Melbourne,Adelaide - Melbourne,148,198.8657315
2022,2,Sunshine Coast,Sydney,Sunshine Coast - Sydney,127,137.4552058
2010,9,Brisbane,Cairns,Brisbane - Cairns,278,386.319171
2018,2,Devonport,Melbourne,Devonport - Melbourne,314,373.955595
2022,5,Brisbane,Rockhampton,Brisbane - Rockhampton,264,280.7486122
2018,8,Cairns,Sydney,Cairns - Sydney,254.9,301.1637885
2020,8,Brisbane,Proserpine,Brisbane - Proserpine,230,265.4302926
2012,1,Geraldton,Perth,Geraldton - Perth,266.62,357.8953153
2010,3,Hobart,Melbourne,Hobart - Melbourne,56,78.88235294
2023,5,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,278,278
2018,1,Armidale,Sydney,Armidale - Sydney,289.41,344.6703464
2019,6,Cairns,Townsville,Cairns - Townsville,300,350.4355401
2010,7,Adelaide,Melbourne,Adelaide - Melbourne,77.9,108.2527461
2022,10,Adelaide,Alice Springs,Adelaide - Alice Springs,669,685.8784404
2018,8,Sydney,Wagga Wagga,Sydney - Wagga Wagga,328.6,388.2401762
2012,2,Brisbane,Newcastle,Brisbane - Newcastle,108,144.972973
2022,10,Bundaberg,Brisbane,Bundaberg - Brisbane,557,571.0527523
2020,12,Brisbane,Hobart,Brisbane - Hobart,356,407.334471
2021,4,Broome,Perth,Broome - Perth,534,602.7727273
2022,2,Brisbane,Melbourne,Brisbane - Melbourne,158,171.0072639
2017,5,Geraldton,Perth,Geraldton - Perth,358,433.6747967
2013,8,Bundaberg,Brisbane,Bundaberg - Brisbane,268,345.5653846
2023,7,Dubbo,Sydney,Dubbo - Sydney,398,398
2019,2,Cairns,Sydney,Cairns - Sydney,264.9,311.3329535
2018,12,Brisbane,Newcastle,Brisbane - Newcastle,189,222.1288344
2020,11,Brisbane,Perth,Brisbane - Perth,738,844.4180887
2022,12,Sydney,Townsville,Sydney - Townsville,528,541.3211009
2012,2,Hobart,Melbourne,Hobart - Melbourne,148,198.6666667
2014,1,Cairns,Sydney,Cairns - Sydney,292.9,372.6555028
2014,3,Sunshine Coast,Sydney,Sunshine Coast - Sydney,158,201.0227704
2012,8,Alice Springs,Melbourne,Alice Springs - Melbourne,544,716.6051081
2021,5,Gold Coast,Sydney,Gold Coast - Sydney,110,124.1666667
2014,6,Brisbane,Gladstone,Brisbane - Gladstone,230,291.2464589
2019,9,Sunshine Coast,Sydney,Sunshine Coast - Sydney,175,203.3578856
2011,11,Canberra,Melbourne,Canberra - Melbourne,213,286.2054108
2016,4,Brisbane,Hobart,Brisbane - Hobart,428,528.4972376
2014,9,Sydney,Townsville,Sydney - Townsville,278,350.3740602
2010,7,Adelaide,Port Lincoln,Adelaide - Port Lincoln,177.65,246.8690674
2014,12,Brisbane,Rockhampton,Brisbane - Rockhampton,210,264.1744841
2011,1,Hobart,Melbourne,Hobart - Melbourne,55.07,75.12601221
2021,3,Adelaide,Brisbane,Adelaide - Brisbane,282,320.7480916
2013,4,Brisbane,Cairns,Brisbane - Cairns,218,284.3754864
2016,9,Sunshine Coast,Melbourne,Sunshine Coast - Melbourne,448,549.1480804
2023,1,Perth,Sydney,Perth - Sydney,898.01,908.1684842
2012,8,Brisbane,Newcastle,Brisbane - Newcastle,98,129.0943026
2020,10,Cairns,Sydney,Cairns - Sydney,266,304.3566553
2019,12,Brisbane,Melbourne,Brisbane - Melbourne,273,315.0542169
2015,8,Broome,Perth,Broome - Perth,652,809.5666667
2011,6,Cairns,Sydney,Cairns - Sydney,418,565.0584677
2012,2,Perth,Newman,Perth - Newman,574,770.5045045
2013,1,Brisbane,Perth,Brisbane - Perth,398,521.2089844
2020,6,Armidale,Sydney,Armidale - Sydney,342,400.8933566
2016,2,Paraburdoo,Perth,Paraburdoo - Perth,558,691.5693161
2021,11,Devonport,Melbourne,Devonport - Melbourne,293,323.9183842
2014,10,Brisbane,Mackay,Brisbane - Mackay,170,213.8555347
2016,1,Ballina,Sydney,Ballina - Sydney,130,161.1182994
2012,8,Brisbane,Rockhampton,Brisbane - Rockhampton,176,231.8428291
2017,3,Karratha,Perth,Karratha - Perth,638,774.2606335
2010,10,Perth,Port Hedland,Perth - Port Hedland,358,495.4365325
2019,7,Gold Coast,Sydney,Gold Coast - Sydney,102,118.5285962
2017,5,Hobart,Sydney,Hobart - Sydney,274,331.9186992
2023,3,Brisbane,Sydney,Brisbane - Sydney,168,169.9004525
2016,3,Brisbane,Roma,Brisbane - Roma,495,613.4889094
2012,7,Melbourne,Mildura,Melbourne - Mildura,208,273.9960707
2012,9,Sunshine Coast,Sydney,Sunshine Coast - Sydney,178,234.4774067
2020,3,Sydney,Townsville,Sydney - Townsville,345,396.7795883
2019,4,Broome,Perth,Broome - Perth,679,793.152439
2019,12,Adelaide,Gold Coast,Adelaide - Gold Coast,502,579.3304647
2012,1,Launceston,Sydney,Launceston - Sydney,188,252.3603604
2018,10,Newcastle,Gold Coast,Newcastle - Gold Coast,238,279.7177914
2011,7,Launceston,Sydney,Launceston - Sydney,158,212.3026052
2022,9,Dubbo,Sydney,Dubbo - Sydney,356.83,372.6705841
2010,2,Adelaide,Canberra,Adelaide - Canberra,274,385.960084
2019,3,Hamilton Island,Sydney,Hamilton Island - Sydney,279,327.9044698
2023,7,Adelaide,Melbourne,Adelaide - Melbourne,214,214
2011,6,Alice Springs,Sydney,Alice Springs - Sydney,664,897.6048387
2018,12,Sydney,Wagga Wagga,Sydney - Wagga Wagga,342,401.9474145
2013,6,Hamilton Island,Sydney,Hamilton Island - Sydney,298,388.733463
2015,9,Brisbane,Mount Isa,Brisbane - Mount Isa,560,695.3333333
2019,1,Brisbane,Emerald,Brisbane - Emerald,344,404.2979842
2023,3,Adelaide,Gold Coast,Adelaide - Gold Coast,408,412.6153846
